doc_id,context,metadata
doc2548039,"This paper presents HunyuanOCR, a commercial-grade, open-source, and lightweight (1B parameters) Vision-Language Model (VLM) dedicated to OCR tasks. The architecture comprises a Native Vision Transformer (ViT) and a lightweight LLM connected via an MLP adapter . HunyuanOCR demonstrates superior performance, outperforming commercial APIs, traditional pipelines, and larger models (e.g., Qwen3-VL-4B). Specifically, it surpasses current public solutions in perception tasks ( Text Spotting , Parsing ) and excels in semantic tasks (IE, Text Image Translation ), securing first place in the ICDAR 2025 DIMT Challenge (Small Model Track). Furthermore, it achieves state-of-the-art (SOTA) results on OCRBench among VLMs with fewer than 3B parameters.
  HunyuanOCR achieves breakthroughs in three key aspects: 1) Unifying Versatility and Efficiency: We implement comprehensive support for core capabilities including spotting, parsing , IE, VQA , and translation within a lightweight framework. This addresses the limitations of narrow ""OCR expert models"" and inefficient ""General VLMs"". 2) Streamlined End-to-End Architecture : Adopting a pure end-to-end paradigm eliminates dependencies on pre-processing modules (e.g., layout analysis). This fundamentally resolves error propagation common in traditional pipelines and simplifies system deployment. 3) Data-Driven and RL Strategies: We confirm the critical role of high-quality data and, for the first time in the industry, demonstrate that Reinforcement Learning (RL) strategies yield significant performance gains in OCR tasks.
  HunyuanOCR is officially open-sourced on HuggingFace. We also provide a high-performance deployment solution based on vLLM, placing its production efficiency in the top tier. We hope this model will advance frontier research and provide a solid foundation for industrial applications.","{'paper_name': 'HunyuanOCR Technical Report', 'github_url': 'https://github.com/Tencent-Hunyuan/HunyuanOCR', 'huggingface_url': 'https://huggingface.co/papers/2511.19575', 'upvote': 19, 'tags': ['tasks', 'hunyuanocr', 'end']}"
doc2548040,"Radiology plays an integral role in modern medicine, yet rising imaging volumes have far outpaced workforce growth. Foundation models offer a path toward assisting with the full spectrum of radiology tasks, but existing medical models remain limited: they process volumetric CT and MRI as low-fidelity 2D slices, discard critical grayscale contrast information, and lack evaluation frameworks that reflect real clinical practice. We introduce Pillar-0, a radiology foundation model pretrained on 42,990 abdomen-pelvis CTs, 86,411 chest CTs, 14,348 head CTs, and 11,543 breast MRI s from a large academic center, together with RATE , a scalable framework that extracts structured labels for 366 radiologic findings with near-perfect accuracy using LLMs. Across internal test sets of 14,230 abdomen-pelvis CTs, 10,646 chest CTs, 4,906 head CTs, and 1,585 breast MRI s, Pillar-0 establishes a new performance frontier, achieving mean AUROC s of 86.4, 88.0, 90.1, and 82.9, outperforming MedGemma (Google), MedImageInsight (Microsoft), Lingshu (Alibaba), and Merlin (Stanford) by 7.8-15.8 AUROC points and ranking best in 87.2\% (319/366) tasks. Pillar-0 similarly outperforms all baselines in an external validation on the Stanford Abdominal CT dataset , including Merlin (82.2 vs 80.6 AUROC ). Pillar-0 extends to tasks beyond its pretraining, such as long-horizon lung cancer risk prediction , where it improves upon the state-of-the-art Sybil by 3.0 C-index points on NLST, and generalizes with gains of 5.9 (MGH) and 1.9 (CGMH). In brain hemorrhage detection , Pillar-0 obtained a >95 AUROC when using only 1/20th of the data of the next most sample efficient baseline. Pillar-0 and RATE together provide an open , clinically rigorous foundation for building high-performance radiology systems, enabling applications that were previously infeasible due to computational, data, and evaluation constraints.","{'paper_name': 'Pillar-0: A New Frontier for Radiology Foundation Models', 'github_url': 'https://github.com/YalaLab/pillar-pretrain', 'huggingface_url': 'https://huggingface.co/papers/2511.17803', 'upvote': 19, 'tags': ['cts', 'pillar', 'radiology']}"
doc2548041,"Recent interactive video world model methods generate scene evolution conditioned on user instructions. Although they achieve impressive results, two key limitations remain. First, they fail to fully exploit the correspondence between instruction-driven scene motion and the underlying 3D geometry, which results in structural instability under viewpoint changes. Second, they easily forget historical information during multi-step interaction, resulting in error accumulation and progressive drift in scene semantics and structure. To address these issues, we propose MagicWorld, an interactive video world model that integrates 3D geometric priors and historical retrieval . MagicWorld starts from a single scene image, employs user actions to drive dynamic scene evolution , and autoregressively synthesizes continuous scenes. We introduce the Action-Guided 3D Geometry Module ( AG3D ), which constructs a point cloud from the first frame of each interaction and the corresponding action, providing explicit geometric constraints for viewpoint transitions and thereby improving structural consistency. We further propose History Cache Retrieval ( HCR ) mechanism, which retrieves relevant historical frames during generation and injects them as conditioning signals, helping the model utilize past scene information and mitigate error accumulation. Experimental results demonstrate that MagicWorld achieves notable improvements in scene stability and continuity across interaction iterations.","{'paper_name': 'MagicWorld: Interactive Geometry-driven Video World Exploration', 'github_url': '', 'huggingface_url': 'https://huggingface.co/papers/2511.18886', 'upvote': 17, 'tags': ['scene', 'model', 'results']}"
doc2548042,"Multi-agent systems perform well on general reasoning tasks. However, the lack of training in specialized areas hinders their accuracy. Current training methods train a unified large language model (LLM) for all agents in the system. This may limit the performances due to different distributions underlying for different agents. Therefore, training multi-agent systems with distinct LLMs should be the next step to solve. However, this approach introduces optimization challenges. For example, agents operate at different frequencies, rollouts involve varying sub-agent invocations, and agents are often deployed across separate servers, disrupting end-to-end gradient flow. To address these issues, we propose M-GRPO, a hierarchical extension of Group Relative Policy Optimization designed for vertical Multi-agent systems with a main agent (planner) and multiple sub-agents (multi-turn tool executors). M-GRPO computes group-relative advantages for both main and sub-agents, maintaining hierarchical credit assignment . It also introduces a trajectory-alignment scheme that generates fixed-size batches despite variable sub-agent invocations. We deploy a decoupled training pipeline in which agents run on separate servers and exchange minimal statistics via a shared store . This enables scalable training without cross-server backpropagation . In experiments on real-world benchmarks (e.g., GAIA, XBench-DeepSearch, and WebWalkerQA), M-GRPO consistently outperforms both single-agent GRPO and multi-agent GRPO with frozen sub-agents, demonstrating improved stability and sample efficiency. These results show that aligning heterogeneous trajectories and decoupling optimization across specialized agents enhances tool-augmented reasoning tasks .","{'paper_name': 'Multi-Agent Deep Research: Training Multi-Agent Systems with M-GRPO', 'github_url': '', 'huggingface_url': 'https://huggingface.co/papers/2511.13288', 'upvote': 17, 'tags': ['agents', 'agent', 'sub']}"
doc2548043,"Diffusion Transformers have demonstrated remarkable capabilities in visual synthesis , yet they often struggle with high-level semantic reasoning and long-horizon planning . This limitation frequently leads to visual hallucinations and mis-alignments with user instructions, especially in scenarios involving complex scene understanding, human-object interactions, multi-stage actions, and in-context motion reasoning. To address these challenges, we propose Plan-X, a framework that explicitly enforces high-level semantic planning to instruct video generation process. At its core lies a Semantic Planner , a learnable multimodal language model that reasons over the user's intent from both text prompts and visual context, and autoregressively generates a sequence of text-grounded spatio-temporal semantic tokens . These semantic tokens, complementary to high-level text prompt guidance, serve as structured ""semantic sketches"" over time for the video diffusion model , which has its strength at synthesizing high-fidelity visual details. Plan-X effectively integrates the strength of language models in multimodal in-context reasoning and planning, together with the strength of diffusion models in photorealistic video synthesis . Extensive experiments demonstrate that our framework substantially reduces visual hallucinations and enables fine-grained, instruction-aligned video generation consistent with multimodal context.","{'paper_name': 'Plan-X: Instruct Video Generation via Semantic Planning', 'github_url': '', 'huggingface_url': 'https://huggingface.co/papers/2511.17986', 'upvote': 16, 'tags': ['semantic', 'visual', 'video']}"
doc2548044,"We present M^3-Bench, the first benchmark for evaluating multimodal tool use under the Model Context Protocol . The benchmark targets realistic, multi-hop and multi-threaded workflows that require visual grounding and textual reasoning , cross-tool dependencies , and persistence of intermediate resources across steps. We introduce a similarity-driven alignment that serializes each tool call, embeds signatures with a sentence encoder , and performs similarity-bucketed Hungarian matching to obtain auditable one-to-one correspondences. On top of this alignment, we report interpretable metrics that decouple semantic fidelity from workflow consistency . The benchmark spans 28 servers with 231 tools, and provides standardized trajectories curated through an Executor & Judge pipeline with human verification; an auxiliary four large language models (LLMs) judge ensemble reports end-task Task Completion and information grounding. Evaluations of representative state-of-the-art Multimodal LLMs (MLLMs) reveal persistent gaps in multimodal MCP tool use, particularly in argument fidelity and structure consistency , underscoring the need for methods that jointly reason over images, text, and tool graphs . Our Benchmark's anonymous repository is at https://github.com/EtaYang10th/Open-M3-Bench","{'paper_name': 'M3-Bench: Multi-Modal, Multi-Hop, Multi-Threaded Tool-Using MLLM Agent Benchmark', 'github_url': 'https://github.com/EtaYang10th/Open-M3-Bench', 'huggingface_url': 'https://huggingface.co/papers/2511.17729', 'upvote': 16, 'tags': ['tool', 'benchmark', 'multimodal']}"
doc2548045,"We investigate how well large language models ( LLMs ) generalize across different task difficulties , a key question for effective data curation and evaluation . Existing research is mixed regarding whether training on easier or harder data leads to better results, and whether those gains come on easier or harder test data. We address this question by conducting a systematic evaluation of LLMs ' generalization across models, datasets, and fine-grained groups of example difficulty. We rank examples in six datasets using the outputs of thousands of different LLMs and Item Response Theory ( IRT ), a well-established difficulty metric in educational testing. Unlike prior work, our difficulty ratings are therefore determined solely by the abilities of many different LLMs , excluding human opinions of difficulty. With a more objective, larger-scale, and finer-grained analysis, we show that cross-difficulty generalization is often limited; training on either easy or hard data cannot achieve consistent improvements across the full range of difficulties. These results show the importance of having a range of difficulties in both training and evaluation data for LLMs , and that taking shortcuts with respect to difficulty is risky.","{'paper_name': ""Revisiting Generalization Across Difficulty Levels: It's Not So Easy"", 'github_url': 'https://github.com/BatsResearch/Cross-Difficulty', 'huggingface_url': 'https://huggingface.co/papers/2511.21692', 'upvote': 15, 'tags': ['difficulty', 'llms', 'data']}"
doc2548046,"Despite advances, video diffusion transformers still struggle to generalize beyond their training length, a challenge we term video length extrapolation . We identify two failure modes: model-specific periodic content repetition and a universal quality degradation. Prior works attempt to solve repetition via positional encodings , overlooking quality degradation and achieving only limited extrapolation. In this paper, we revisit this challenge from a more fundamental view: attention maps , which directly govern how context influences outputs. We identify that both failure modes arise from a unified cause: attention dispersion , where tokens beyond the training window dilute learned attention patterns. This leads to quality degradation and repetition emerges as a special case when this dispersion becomes structured into periodic attention patterns, induced by harmonic properties of positional encodings . Building on this insight, we propose UltraViCo , a training-free, plug-and-play method that suppresses attention for tokens beyond the training window via a constant decay factor. By jointly addressing both failure modes, we outperform a broad set of baselines largely across models and extrapolation ratios, pushing the extrapolation limit from 2x to 4x. Remarkably, it improves Dynamic Degree and Imaging Quality by 233% and 40.5% over the previous best method at 4x extrapolation. Furthermore, our method generalizes seamlessly to downstream tasks such as controllable video synthesis and editing .","{'paper_name': 'UltraViCo: Breaking Extrapolation Limits in Video Diffusion Transformers', 'github_url': 'https://github.com/thu-ml/DiT-Extrapolation', 'huggingface_url': 'https://huggingface.co/papers/2511.20123', 'upvote': 16, 'tags': ['attention', 'extrapolation', 'training']}"
doc2548047,"Step-by-step painting tutorials are vital for learning artistic techniques, but existing video resources (e.g., YouTube) lack interactivity and personalization. While recent generative models have advanced artistic image synthesis, they struggle to generalize across media and often show temporal or structural inconsistencies, hindering faithful reproduction of human creative workflows. To address this, we propose a unified framework for multi-media painting process generation with a semantics-driven style control mechanism that embeds multiple media into a diffusion models conditional space and uses cross-medium style augmentation . This enables consistent texture evolution and process transfer across styles. A reverse-painting training strategy further ensures smooth, human-aligned generation. We also build a large-scale dataset of real painting processes and evaluate cross-media consistency, temporal coherence, and final-image fidelity, achieving strong results on LPIPS , DINO , and CLIP metrics . Finally, our Perceptual Distance Profile (PDP) curve quantitatively models the creative sequence, i.e., composition, color blocking, and detail refinement, mirroring human artistic progression.","{'paper_name': 'Loomis Painter: Reconstructing the Painting Process', 'github_url': 'https://github.com/Markus-Pobitzer/wlp', 'huggingface_url': 'https://huggingface.co/papers/2511.17344', 'upvote': 15, 'tags': ['media', 'painting', 'human']}"
doc2548048,"This study presents PARROT ( Persuasion and Agreement Robustness Rating of Output Truth ), a robustness focused framework designed to measure the degradation in accuracy that occurs under social pressure exerted on users through authority and persuasion in large language models ( LLMs ) the phenomenon of sycophancy (excessive conformity). PARROT (i) isolates causal effects by comparing the neutral version of the same question with an authoritatively false version using a double-blind evaluation , (ii) quantifies confidence shifts toward the correct and imposed false responses using log-likelihood-based calibration tracking, and (iii) systematically classifies failure modes (e.g., robust correct, sycophantic agreement, reinforced error, stubborn error, self-correction, etc.) using an eight-state behavioral taxonomy . We evaluated 22 models using 1,302 MMLU-style multiple-choice questions across 13 domains and domain-specific authority templates. Findings show marked heterogeneity: advanced models (e.g., GPT-5, GPT-4.1, Claude Sonnet 4.5) exhibit low "" follow rates "" (leq 11%, GPT-5: 4\%) and minimal accuracy loss, while older/smaller models show severe epistemic collapse (GPT-4: 80\%, Qwen 2.5-1.5B: 94\%). The danger is not limited to response changes; weak models reduce confidence in the correct response while increasing confidence in the imposed incorrect response. While international law and global knowledge at the domain level exhibit high fragility, elementary mathematics is relatively resilient. Consequently, we argue that the goal of "" resistance to overfitting pressure "" should be addressed as a primary objective alongside accuracy, harm avoidance, and privacy for safe deployment in the real world.","{'paper_name': 'Parrot: Persuasion and Agreement Robustness Rating of Output Truth -- A Sycophancy Robustness Benchmark for LLMs', 'github_url': 'https://github.com/YusufCelebii/PARROT', 'huggingface_url': 'https://huggingface.co/papers/2511.17220', 'upvote': 15, 'tags': ['models', 'using', 'gpt']}"
doc2548049,"Despite the remarkable success of Vision-Language Models (VLMs), their performance on a range of complex visual tasks is often hindered by a "" visual processing bottleneck "": a propensity to lose grounding in visual evidence and exhibit a deficit in contextualized visual experience during prolonged generation. Drawing inspiration from human cognitive memory theory, which distinguishes short-term visually-dominant memory and long-term semantically-dominant memory , we propose VisMem, a cognitively-aligned framework that equips VLMs with dynamic latent vision memories , a short-term module for fine-grained perceptual retention and a long-term module for abstract semantic consolidation . These memories are seamlessly invoked during inference, allowing VLMs to maintain both perceptual fidelity and semantic consistency across thinking and generation. Extensive experiments across diverse visual benchmarks for understanding, reasoning, and generation reveal that VisMem delivers a significant average performance boost of 11.8% relative to the vanilla model and outperforms all counterparts, establishing a new paradigm for latent-space memory enhancement . The code will be available: https://github.com/YU-deep/VisMem.git.","{'paper_name': 'VisMem: Latent Vision Memory Unlocks Potential of Vision-Language Models', 'github_url': 'https://github.com/YU-deep/VisMem.git', 'huggingface_url': 'https://huggingface.co/papers/2511.11007', 'upvote': 15, 'tags': ['visual', 'term', 'memory']}"
doc2548050,"""Thinking with images"" has emerged as an effective paradigm for advancing visual reasoning, extending beyond text-only chains of thought by injecting visual evidence into intermediate reasoning steps. However, existing methods fall short of human-like abstract visual thinking, as their flexibility is fundamentally limited by external tools. In this work, we introduce Monet, a training framework that enables multimodal large language models ( MLLMs ) to reason directly within the latent visual space by generating continuous embeddings that function as intermediate visual thoughts . We identify two core challenges in training MLLMs for latent visual reasoning: high computational cost in latent-vision alignment and insufficient supervision over latent embeddings, and address them with a three-stage distillation-based supervised fine-tuning ( SFT ) pipeline. We further reveal a limitation of applying GRPO to latent reasoning: it primarily enhances text-based reasoning rather than latent reasoning. To overcome this, we propose VLPO ( Visual-latent Policy Optimization ), a reinforcement learning method that explicitly incorporates latent embeddings into policy gradient updates . To support SFT , we construct Monet- SFT -125K, a high-quality text-image interleaved CoT dataset containing 125K real-world, chart, OCR, and geometry CoTs. Our model, Monet-7B, shows consistent gains across real-world perception and reasoning benchmarks and exhibits strong out-of-distribution generalization on challenging abstract visual reasoning tasks. We also empirically analyze the role of each training component and discuss our early unsuccessful attempts, providing insights for future developments in visual latent reasoning. Our model, data, and code are available at https://github.com/NOVAglow646/Monet.","{'paper_name': 'Monet: Reasoning in Latent Visual Space Beyond Images and Language', 'github_url': 'https://github.com/NOVAglow646/Monet', 'huggingface_url': 'https://huggingface.co/papers/2511.21395', 'upvote': 14, 'tags': ['reasoning', 'visual', 'latent']}"
doc2548051,"Embodied cognition argues that intelligence arises from sensorimotor interaction rather than passive observation. It raises an intriguing question: do modern vision-language models ( VLMs ), trained largely in a disembodied manner, exhibit signs of embodied cognition ? We introduce ENACT, a benchmark that casts evaluation of embodied cognition as world modeling from egocentric interaction in a visual question answering ( VQA ) format. Framed as a partially observable Markov decision process ( POMDP ) whose actions are scene graph changes, ENACT comprises two complementary sequence reordering tasks: forward world modeling (reorder shuffled observations given actions) and inverse world modeling (reorder shuffled actions given observations). While conceptually simple, solving these tasks implicitly demands capabilities central to embodied cognition - affordance recognition , action-effect reasoning , embodied awareness , and interactive, long-horizon memory from partially observable egocentric input, while avoiding low-level image synthesis that could confound the evaluation. We provide a scalable pipeline that synthesizes QA pairs from robotics simulation ( BEHAVIOR ) and evaluates models on 8,972 QA pairs spanning long-horizon home-scale activities. Experiments reveal a performance gap between frontier VLMs and humans that widens with interaction horizon. Models consistently perform better on the inverse task than the forward one and exhibit anthropocentric biases , including a preference for right-handed actions and degradation when camera intrinsics or viewpoints deviate from human vision. Website at https://enact-embodied-cognition.github.io/.","{'paper_name': 'ENACT: Evaluating Embodied Cognition with World Modeling of Egocentric Interaction', 'github_url': 'https://github.com/mll-lab-nu/ENACT', 'huggingface_url': 'https://huggingface.co/papers/2511.20937', 'upvote': 13, 'tags': ['embodied', 'embodied cognition', 'cognition']}"
doc2548052,"Generative models have excelled in RGB synthesis, but real-world applications require RGBA manipulation . This has led to a fragmented landscape: specialized, single-task models handle alpha but lack versatility, while unified multi-task frameworks are confined to the RGB domain. To bridge this critical gap, we propose OmniAlpha , the first unified, multi-task generative framework for sequence-to-sequence RGBA image generation and editing. Its architecture features MSRoPE-BiL , a novel RoPE method with a bi-directionally extendable layer axis for its Diffusion Transformer (DiT) backbone, enabling the concurrent processing of multiple input and target RGBA layers. To power this framework, we introduce AlphaLayers , a new dataset of 1,000 high-quality, multi-layer triplets, built via a novel automated synthesis and filter pipeline. Jointly training OmniAlpha on this dataset across a comprehensive suite of 21 diverse tasks, extensive experiments demonstrate that our unified approach consistently outperforms strong, specialized baselines. Most notably, OmniAlpha achieves a dramatic 84.8% relative reduction in SAD for mask-free matting on AIM-500 and wins over 90% of human preferences in layer-conditioned completion . Our work proves that a unified, multi-task model can learn a superior shared representation for RGBA, paving the way for more powerful, layer-aware generative systems.","{'paper_name': 'OmniAlpha: A Sequence-to-Sequence Framework for Unified Multi-Task RGBA Generation', 'github_url': 'https://github.com/Longin-Yu/OmniAlpha', 'huggingface_url': 'https://huggingface.co/papers/2511.20211', 'upvote': 12, 'tags': ['unified', 'task', 'multi']}"
doc2548053,"Recent advances in Vision-Language-Action (VLA) models demonstrate that visual signals can effectively complement sparse action supervisions. However, letting VLA directly predict high-dimensional visual states can distribute model capacity and incur prohibitive training cost, while compressing visual states into more compact supervisory signals inevitably incurs information bottlenecks. Moreover, existing methods often suffer from poor comprehension and reasoning capabilities due to the neglect of language supervision. This paper introduces Mantis, a novel framework featuring a Disentangled Visual Foresight (DVF) to tackle these issues. Specifically, Mantis decouples visual foresight prediction from the backbone with the combination of meta queries and a diffusion Transformer (DiT) head. With the current visual state provided to the DiT via a residual connection , a simple next-state prediction objective enables the meta queries to automatically capture the latent actions that delineate the visual trajectory, and hence boost the learning of explicit actions. The disentanglement reduces the burden of the VLA backbone, enabling it to maintain comprehension and reasoning capabilities through language supervision. Empirically, pretrained on human manipulation videos, robot demonstrations, and image-text pairs, Mantis achieves a 96.7% success rate on LIBERO benchmark after fine-tuning, surpassing powerful baselines while exhibiting high convergence speed. Real-world evaluations show that Mantis outperforms π_{0.5}, a leading open-source VLA model, particularly in instruction-following capability , generalization to unseen instructions, and reasoning ability . Code and weights are released to support the open-source community.","{'paper_name': 'Mantis: A Versatile Vision-Language-Action Model with Disentangled Visual Foresight', 'github_url': 'https://github.com/zhijie-group/Mantis', 'huggingface_url': 'https://huggingface.co/papers/2511.16175', 'upvote': 12, 'tags': ['visual', 'vla', 'mantis']}"
doc2548054,"We present ReDirector, a novel camera-controlled video retake generation method for dynamically captured variable-length videos. In particular, we rectify a common misuse of RoPE in previous works by aligning the spatiotemporal positions of the input video and the target retake. Moreover, we introduce Rotary Camera Encoding ( RoCE ), a camera-conditioned RoPE phase shift that captures and integrates multi-view relationships within and across the input and target videos. By integrating camera conditions into RoPE , our method generalizes to out-of-distribution camera trajectories and video lengths, yielding improved dynamic object localization and static background preservation . Extensive experiments further demonstrate significant improvements in camera controllability , geometric consistency , and video quality across various trajectories and lengths.","{'paper_name': 'ReDirector: Creating Any-Length Video Retakes with Rotary Camera Encoding', 'github_url': 'https://github.com/byeongjun-park/ReDirector', 'huggingface_url': 'https://huggingface.co/papers/2511.19827', 'upvote': 11, 'tags': ['camera', 'video', 'rope']}"
doc2548055,"We propose Terminal Velocity Matching (TVM), a generalization of flow matching that enables high- fid elity one- and few-step generative modeling. TVM models the transition between any two diffusion timesteps and regularizes its behavior at its terminal time rather than at the initial time. We prove that TVM provides an upper bound on the 2-Wasserstein distance between data and model distributions when the model is Lipschitz continuous . However, since Diffusion Transformers lack this property, we introduce minimal architectural changes that achieve stable, single-stage training. To make TVM efficient in practice, we develop a fused attention kernel that supports backward passes on Jacobian-Vector Products , which scale well with transformer architectures. On ImageNet-256x256 , TVM achieves 3.29 FID with a single function evaluation (NFE) and 1.99 FID with 4 NFEs. It similarly achieves 4.32 1-NFE FID and 2.94 4-NFE FID on ImageNet-512x512 , representing state-of-the-art performance for one/few-step models from scratch.","{'paper_name': 'Terminal Velocity Matching', 'github_url': '', 'huggingface_url': 'https://huggingface.co/papers/2511.19797', 'upvote': 11, 'tags': ['tvm', 'fid', 'nfe']}"
doc2548056,"We address the task of multi-view image editing from sparse input views, where the inputs can be seen as a mix of images capturing the scene from different viewpoints. The goal is to modify the scene according to a textual instruction while preserving consistency across all views. Existing methods, based on per-scene neural fields or temporal attention mechanisms , struggle in this setting, often producing artifacts and incoherent edits. We propose InstructMix2Mix (I-Mix2Mix), a framework that distills the editing capabilities of a 2D diffusion model into a pretrained multi-view diffusion model , leveraging its data-driven 3D prior for cross-view consistency. A key contribution is replacing the conventional neural field consolidator in Score Distillation Sampling ( SDS ) with a multi-view diffusion student, which requires novel adaptations: incremental student updates across timesteps, a specialized teacher noise scheduler to prevent degeneration, and an attention modification that enhances cross-view coherence without additional cost. Experiments demonstrate that I-Mix2Mix significantly improves multi-view consistency while maintaining high per-frame edit quality.","{'paper_name': 'InstructMix2Mix: Consistent Sparse-View Editing Through Multi-View Model Personalization', 'github_url': 'https://github.com/DanielGilo/instruct-mix2mix/tree/main', 'huggingface_url': 'https://huggingface.co/papers/2511.14899', 'upvote': 11, 'tags': ['view', 'multi view', 'multi']}"
doc2548057,"Large multimodal models ( LMMs ) are increasingly adopted as judges in multimodal evaluation systems due to their strong instruction following and consistency with human preferences . However, their ability to follow diverse, fine-grained evaluation criteria remains underexplored. We develop Multi-Crit, a benchmark for evaluating multimodal judges on their capacity to follow pluralistic criteria and produce reliable criterion-level judgments . Covering both open-ended generation and verifiable reasoning tasks , Multi-Crit is built through a rigorous data curation pipeline that gathers challenging response pairs with multi-criterion human annotations . It further introduces three novel metrics for systematically assessing pluralistic adherence, criterion-switching flexibility, and the ability to recognize criterion-level preference conflicts. Comprehensive analysis of 25 LMMs reveals that 1) proprietary models still struggle to maintain consistent adherence to pluralistic criteria --especially in open-ended evaluation; 2) open-source models lag further behind in flexibly following diverse criteria; and 3) critic fine-tuning with holistic judgment signals enhances visual grounding but fails to generalize to pluralistic criterion-level judgment. Additional analyses on reasoning fine-tuning , test-time scaling , and boundary consistency between open-source and proprietary models further probe the limits of current multimodal judges. As a pioneering study, Multi-Crit lays the foundation for building reliable and steerable multimodal AI evaluation.","{'paper_name': 'Multi-Crit: Benchmarking Multimodal Judges on Pluralistic Criteria-Following', 'github_url': 'https://github.com/tyxiong23/Multi-Crit', 'huggingface_url': 'https://huggingface.co/papers/2511.21662', 'upvote': 10, 'tags': ['multimodal', 'criterion', 'pluralistic']}"
doc2548058,"We present One4D, a unified framework for 4D generation and reconstruction that produces dynamic 4D content as synchronized RGB frames and pointmaps . By consistently handling varying sparsities of conditioning frames through a Unified Masked Conditioning (UMC) mechanism, One4D can seamlessly transition between 4D generation from a single image, 4D reconstruction from a full video, and mixed generation and reconstruction from sparse frames. Our framework adapts a powerful video generation model for joint RGB and pointmap generation, with carefully designed network architectures. The commonly used diffusion finetuning strategies for depthmap or pointmap reconstruction often fail on joint RGB and pointmap generation, quickly degrading the base video model. To address this challenge, we introduce Decoupled LoRA Control (DLC) , which employs two modality-specific LoRA adapters to form decoupled computation branches for RGB frames and pointmaps , connected by lightweight, zero-initialized control links that gradually learn mutual pixel-level consistency. Trained on a mixture of synthetic and real 4D datasets under modest computational budgets, One4D produces high-quality RGB frames and accurate pointmaps across both generation and reconstruction tasks. This work represents a step toward general, high-quality geometry-based 4D world modeling using video diffusion models . Project page: https://mizhenxing.github.io/One4D","{'paper_name': 'One4D: Unified 4D Generation and Reconstruction via Decoupled LoRA Control', 'github_url': 'https://github.com/MiZhenxing/One4D', 'huggingface_url': 'https://huggingface.co/papers/2511.18922', 'upvote': 10, 'tags': ['generation', '4d', 'reconstruction']}"
doc2548059,"Multiple-choice question answering (MCQA) has been a popular format for evaluating and reinforcement fine-tuning (RFT) of modern multimodal language models . Its constrained output format allows for simplified, deterministic automatic verification . However, we find that the options may leak exploitable signals, which makes the accuracy metrics unreliable for indicating real capabilities and encourages explicit or implicit answer guessing behaviors during RFT. We propose ReVeL (Rewrite and Verify by LLM), a framework that rewrites multiple-choice questions into open-form questions while keeping answers verifiable whenever possible. The framework categorizes questions according to different answer types, apply different rewriting and verification schemes, respectively. When applied for RFT, we converted 20k MCQA examples and use GRPO to finetune Qwen2.5-VL models. Models trained on ReVeL - OpenQA match MCQA accuracy on multiple-choice benchmarks and improve OpenQA accuracy by about six percentage points, indicating better data efficiency and more robust reward signals than MCQA-based training. When used for evaluation, ReVeL also reveals up to 20 percentage points of score inflation in MCQA benchmarks (relative to OpenQA ), improves judging accuracy , and reduces both cost and latency. We will release code and data publicly.","{'paper_name': 'Beyond Multiple Choice: Verifiable OpenQA for Robust Vision-Language RFT', 'github_url': '', 'huggingface_url': 'https://huggingface.co/papers/2511.17405', 'upvote': 10, 'tags': ['mcqa', 'accuracy', 'questions']}"
doc2548060,"MLLMs exhibit strong reasoning on isolated queries, yet they operate de novo -- solving each problem independently and often repeating the same mistakes. Existing memory-augmented agents mainly store past trajectories for reuse. However, trajectory-based memory suffers from brevity bias , gradually losing essential domain knowledge. More critically, even in truly multimodal problem-solving settings, it records only a single-modality trace of past behavior, failing to preserve how visual attention and logical reasoning jointly contributed to the solution. This is fundamentally misaligned with human cognition: semantic memory is both multimodal and integrated, preserving visual and abstract knowledge through coordinated but distinct representational streams. We thus introduce ViLoMem , a dual-stream memory framework that constructs compact, schema-based memory . It separately encodes visual distraction patterns and logical reasoning errors , enabling MLLMs to learn from their successful and failed experiences. Following a grow-and-refine principle, the system incrementally accumulates and updates multimodal semantic knowledge -- preserving stable, generalizable strategies while avoiding catastrophic forgetting . Across six multimodal benchmarks, ViLoMem consistently improves pass@1 accuracy and substantially reduces repeated visual and logical errors. Ablations confirm the necessity of dual-stream memory with explicit distraction--hallucination separation, demonstrating the value of error-aware multimodal memory for lifelong and cross-domain agentic learning. Our project page will be available at https://weihao-bo.github.io/ViLoMeo-page.","{'paper_name': 'Agentic Learner with Grow-and-Refine Multimodal Semantic Memory', 'github_url': '', 'huggingface_url': 'https://huggingface.co/papers/2511.21678', 'upvote': 9, 'tags': ['memory', 'multimodal', 'visual']}"
